,movieId,title,dbpedia_link,genres,director_uri,director,country_uri,country,runtime,writer_uri,writer,starring,languagues,studios
1942,3501,Murphy's Romance (1985),http://dbpedia.org/resource/Murphy's_Romance,Comedy|Romance,http://dbpedia.org/resource/Martin_Ritt,Martin Ritt,,,6420.0,http://dbpedia.org/resource/Irving_Ravetch,Irving Ravetch,Sally Field|Corey Haim|James Garner|Brian Kerwin,,
1943,291,Poison Ivy II (1995),http://dbpedia.org/resource/Poison_Ivy_II:_Lily,Drama|Thriller,,,,,6420.0,,,Belinda Bauer (actress)|Xander Berkeley|Alyssa Milano|Camilla Belle|Johnathon Schaech,,
1944,3127,Holy Smoke (1999),http://dbpedia.org/resource/Holy_Smoke!,Comedy|Drama,http://dbpedia.org/resource/Jane_Campion,Jane Campion,,,6900.0,http://dbpedia.org/resource/Jane_Campion,Jane Campion,Kate Winslet|Harvey Keitel,,
1945,3339,Cross of Iron (1977),http://dbpedia.org/resource/Cross_of_Iron,War,http://dbpedia.org/resource/Sam_Peckinpah,Sam Peckinpah,,,7980.0,http://dbpedia.org/resource/Julius_J._Epstein,Julius J. Epstein,Maximilian Schell|Senta Berger|James Mason|David Warner (actor)|James Coburn,,ITC Entertainment|EMI Films
1946,864,"Wife, The (1995)",http://dbpedia.org/resource/The_Time_Traveler's_Wife_(film),Comedy|Drama,http://dbpedia.org/resource/Robert_Schwentke,Robert Schwentke,,,6480.0,http://dbpedia.org/resource/Bruce_Joel_Rubin,Bruce Joel Rubin,Eric Bana|Rachel McAdams|Ron Livingston,,Plan B Entertainment
1947,2678,Desert Blue (1999),http://dbpedia.org/resource/Desert_Blue,Drama,http://dbpedia.org/resource/Morgan_J._Freeman,Morgan J. Freeman,,,5400.0,http://dbpedia.org/resource/Morgan_J._Freeman,Morgan J. Freeman,Brendan Sexton III|Christina Ricci|Kate Hudson|John Heard (actor)|Casey Affleck|Sara Gilbert,,The Samuel Goldwyn Company
1948,3632,Monsieur Verdoux (1947),http://dbpedia.org/resource/Monsieur_Verdoux,Comedy|Crime,http://dbpedia.org/resource/Charles_Chaplin,Charles Chaplin,,,7440.0,http://dbpedia.org/resource/Charles_Chaplin,Charles Chaplin,Martha Raye|Isobel Elsom|Marilyn Nash|Charles Chaplin|William Frawley,,
1949,680,Alphaville (1965),http://dbpedia.org/resource/Alphaville_(film),Drama|Mystery|Romance|Sci-Fi|Thriller,http://dbpedia.org/resource/Jean-Luc_Godard,Jean-Luc Godard,,,5940.0,http://dbpedia.org/resource/Jean-Luc_Godard,Jean-Luc Godard,Anna Karina|Howard Vernon|Akim Tamiroff|Eddie Constantine,,
1950,1656,Swept from the Sea (1997),http://dbpedia.org/resource/Swept_from_the_Sea,Drama|Romance,http://dbpedia.org/resource/Beeban_Kidron,Beeban Kidron,,,6900.0,http://dbpedia.org/resource/Tim_Willocks,Tim Willocks,Ian McKellen|Vincent Pérez|Rachel Weisz,,Phoenix Pictures
1951,1793,Welcome to Woop-Woop (1997),http://dbpedia.org/resource/Welcome_to_Woop_Woop,Comedy,http://dbpedia.org/resource/Stephan_Elliott,Stephan Elliott,,,6360.0,http://dbpedia.org/resource/Stephan_Elliott,Stephan Elliott,Susie Porter|Rod Taylor|Dee Smart|Johnathon Schaech,,Australian Film Finance Corporation
1952,2854,Don't Look in the Basement! (1973),http://dbpedia.org/resource/The_Forgotten_(1973_film),Horror,http://dbpedia.org/resource/S._F._Brownrigg,S. F. Brownrigg,,,-5520.0,,,William McGhee,,
1953,2427,"Thin Red Line, The (1998)",http://dbpedia.org/resource/The_Thin_Red_Line_(1998_film),Action|Drama|War,http://dbpedia.org/resource/Terrence_Malick,Terrence Malick,,,10200.0,http://dbpedia.org/resource/Terrence_Malick,Terrence Malick,John Travolta|Woody Harrelson|John C. Reilly|Elias Koteas|Sean Penn|Nick Nolte|George Clooney|Adrien Brody|John Cusack|Ben Chaplin|Jim Caviezel,Tok Pisin,
1954,57,Home for the Holidays (1995),http://dbpedia.org/resource/Home_for_the_Holidays_(film),Drama,http://dbpedia.org/resource/Jodie_Foster,Jodie Foster,,,6180.0,http://dbpedia.org/resource/W._D._Richter,W. D. Richter,Geraldine Chaplin|Dylan McDermott|Holly Hunter|Anne Bancroft|Charles Durning|Robert Downey Jr.|Steve Guttenberg|Claire Danes|Cynthia Stevenson,,
1955,429,Cabin Boy (1994),http://dbpedia.org/resource/Cabin_Boy,Comedy,http://dbpedia.org/resource/Adam_Resnick,Adam Resnick,,,4860.0,http://dbpedia.org/resource/Adam_Resnick,Adam Resnick,Brian Doyle-Murray|Brion James|Melora Walters|Ritch Brinkley|James Gammon,,Touchstone Pictures
1956,3747,Jesus' Son (1999),http://dbpedia.org/resource/Jesus'_Son,Drama,,,,,,,,,,
1957,1913,Picnic at Hanging Rock (1975),http://dbpedia.org/resource/Picnic_at_Hanging_Rock,Drama|Mystery,http://dbpedia.org/resource/Peter_Weir,Peter Weir,http://dbpedia.org/resource/Australia,Australia,6900.0,http://dbpedia.org/resource/Cliff_Green,Cliff Green,Jacki Weaver|Rachel Roberts (actress)|Dominic Guard|Helen Morse,,Australian Film Commission|British Empire Films
1958,1397,Bastard Out of Carolina (1996),http://dbpedia.org/resource/Bastard_out_of_Carolina_(film),Drama,http://dbpedia.org/resource/Anjelica_Huston,Anjelica Huston,,,5820.0,,,Christina Ricci|Dermot Mulroney|Ron Eldard|Jena Malone|Michael Rooker|Jennifer Jason Leigh|Glenne Headly|Grace Zabriskie,,
1959,24,Powder (1995),http://dbpedia.org/resource/Powder_(film),Drama|Sci-Fi,http://dbpedia.org/resource/Victor_Salva,Victor Salva,,,6660.0,http://dbpedia.org/resource/Victor_Salva,Victor Salva,Jeff Goldblum|Lance Henriksen|Mary Steenburgen|Sean Patrick Flanery,,Hollywood Pictures|Caravan Pictures
1960,3633,On Her Majesty's Secret Service (1969),http://dbpedia.org/resource/On_Her_Majesty's_Secret_Service_(film),Action|Adventure|Romance|Thriller,http://dbpedia.org/resource/Peter_R._Hunt,Peter R. Hunt,,,8400.0,http://dbpedia.org/resource/Richard_Maibaum,Richard Maibaum,Diana Rigg|Telly Savalas|Bernard Lee|Gabriele Ferzetti|George Lazenby|Ilse Steppat,,Eon Productions
1961,3711,Sarafina! (1992),http://dbpedia.org/resource/Sarafina!_(film),Drama,http://dbpedia.org/resource/Darrell_Roodt,Darrell Roodt,http://dbpedia.org/resource/United_States,United States,7020.0,http://dbpedia.org/resource/William_Nicholson_(writer),William Nicholson (writer),Whoopi Goldberg|Leleti Khumalo|Miriam Makeba|John Kani|Mbongeni Ngema,,BBC|Hollywood Pictures|Miramax Films
1962,2340,Meet Joe Black (1998),http://dbpedia.org/resource/Meet_Joe_Black,Romance,http://dbpedia.org/resource/Martin_Brest,Martin Brest,,,10860.0,http://dbpedia.org/resource/Kevin_Wade,Kevin Wade,Brad Pitt|Anthony Hopkins|Marcia Gay Harden|Jeffrey Tambor|Claire Forlani|Jake Weber,,
1963,1475,Kama Sutra: A Tale of Love (1996),http://dbpedia.org/resource/Kama_Sutra:_A_Tale_of_Love,Romance,http://dbpedia.org/resource/Mira_Nair,Mira Nair,http://dbpedia.org/resource/India,India,7020.0,http://dbpedia.org/resource/Mira_Nair,Mira Nair,Sarita Choudhury|Arundathi Nag|Indira Varma|Rekha|Naveen Andrews,,
1964,3128,"Map of the World, A (1999)",http://dbpedia.org/resource/A_Map_of_the_World_(film),Drama,,,,,7500.0,http://dbpedia.org/resource/Polly_Platt,Polly Platt,David Strathairn|Sigourney Weaver|Julianne Moore,,First Look Studios|The Kennedy/Marshall Company
1965,1794,Love and Death on Long Island (1997),http://dbpedia.org/resource/Love_and_Death_on_Long_Island,Comedy|Drama,http://dbpedia.org/resource/Richard_Kwietniowski,Richard Kwietniowski,,,6180.0,http://dbpedia.org/resource/Richard_Kwietniowski,Richard Kwietniowski,Harvey Atkin|Gawn Grainger|Jason Priestley|John Hurt|Maury Chaykin|Fiona Loewi|Sheila Hancock,,The British Screen Advisory Council|Telefilm Canada
1966,865,Small Faces (1995),http://dbpedia.org/resource/Small_Faces_(film),Drama,http://dbpedia.org/resource/Gillies_MacKinnon,Gillies MacKinnon,http://dbpedia.org/resource/United_Kingdom,United Kingdom,6480.0,,,Laura Fraser|Iain Robertson|Joseph McFadden,,
1967,2428,"Faculty, The (1998)",http://dbpedia.org/resource/The_Faculty,Horror|Sci-Fi,http://dbpedia.org/resource/Robert_Rodriguez,Robert Rodriguez,,,6240.0,http://dbpedia.org/resource/Kevin_Williamson_(screenwriter),Kevin Williamson (screenwriter),Elijah Wood|Clea DuVall|Jordana Brewster|Josh Hartnett|Shawn Hatosy|Laura Harris,,Los Hooligans Productions|Dimension Films
1968,3891,Turn It Up (2000),http://dbpedia.org/resource/Turn_It_Up_(film),Crime|Drama,http://dbpedia.org/resource/Robert_Adetuyi,Robert Adetuyi,,,5160.0,,,Ja Rule|Pras,,
1969,3457,Waking the Dead (1999),http://dbpedia.org/resource/Waking_the_Dead_(film),Drama|Thriller,http://dbpedia.org/resource/Keith_Gordon,Keith Gordon,,,6300.0,http://dbpedia.org/resource/Robert_Dillon,Robert Dillon,Jennifer Connelly|Billy Crudup,,Gramercy Pictures|Polygram Filmed Entertainment
1970,466,Hot Shots! Part Deux (1993),http://dbpedia.org/resource/Hot_Shots!_Part_Deux,Action|Comedy|War,http://dbpedia.org/resource/Jim_Abrahams,Jim Abrahams,,,5160.0,http://dbpedia.org/resource/Jim_Abrahams,Jim Abrahams,Richard Crenna|Brenda Bakke|Charlie Sheen|Lloyd Bridges|Valeria Golino,,
1971,1914,Smoke Signals (1998),http://dbpedia.org/resource/Smoke_Signals_(film),Comedy|Drama,http://dbpedia.org/resource/Chris_Eyre,Chris Eyre,,,5340.0,http://dbpedia.org/resource/Sherman_Alexie,Sherman Alexie,Adam Beach|Tantoo Cardinal|Irene Bedard|Gary Farmer|Evan Adams,,
1972,2341,Dancing at Lughnasa (1998),http://dbpedia.org/resource/Dancing_at_Lughnasa_(film),Drama,http://dbpedia.org/resource/Pat_O'Connor_(director),Pat O'Connor (director),,,5700.0,http://dbpedia.org/resource/Frank_McGuinness,Frank McGuinness,John Kavanagh (actor)|Michael Gambon|Catherine McCormack|Kathy Burke|Lorcan Cranitch|Meryl Streep|Marie Mullen|Sophie Thompson|Rhys Ifans|Brid Brennan,,
1973,3849,"Spiral Staircase, The (1946)",http://dbpedia.org/resource/The_Spiral_Staircase_(1946_film),Horror|Mystery|Thriller,http://dbpedia.org/resource/Robert_Siodmak,Robert Siodmak,,,4980.0,http://dbpedia.org/resource/Mel_Dinelli,Mel Dinelli,Dorothy McGuire|Ethel Barrymore|George Brent,,RKO Pictures|Vanguard Films
1974,3634,Seven Days in May (1964),http://dbpedia.org/resource/Seven_Days_in_May,Thriller,http://dbpedia.org/resource/John_Frankenheimer,John Frankenheimer,,,7080.0,http://dbpedia.org/resource/Rod_Serling,Rod Serling,Ava Gardner|Burt Lancaster|Fredric March|Kirk Douglas,,
1975,25,Leaving Las Vegas (1995),http://dbpedia.org/resource/Leaving_Las_Vegas,Drama|Romance,http://dbpedia.org/resource/Mike_Figgis,Mike Figgis,,,6720.0,http://dbpedia.org/resource/Mike_Figgis,Mike Figgis,Elisabeth Shue|Nicolas Cage|Julian Sands,English language,
1976,3129,Sweet and Lowdown (1999),http://dbpedia.org/resource/Sweet_and_Lowdown,Comedy|Drama,http://dbpedia.org/resource/Woody_Allen,Woody Allen,,,5700.0,http://dbpedia.org/resource/Woody_Allen,Woody Allen,Anthony LaPaglia|Samantha Morton|John Waters (actor)|Sean Penn|Uma Thurman|Gretchen Mol|Brian Markinson|James Urbaniak,,
1977,548,Terminal Velocity (1994),http://dbpedia.org/resource/Terminal_Velocity_(film),Action|Mystery|Thriller,http://dbpedia.org/resource/Deran_Sarafian,Deran Sarafian,,,6120.0,http://dbpedia.org/resource/David_Twohy,David Twohy,,,PolyGram Filmed Entertainment|Nomura Babcock & Brown|Hollywood Pictures|Interscope Communications
1978,2987,Who Framed Roger Rabbit? (1988),http://dbpedia.org/resource/Who_Framed_Roger_Rabbit,Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,http://dbpedia.org/resource/Robert_Zemeckis,Robert Zemeckis,,,6240.0,http://dbpedia.org/resource/Jeffrey_Price_and_Peter_S._Seaman,Jeffrey Price and Peter S. Seaman,Christopher Lloyd|Bob Hoskins|Charles Fleischer|Stubby Kaye|Joanna Cassidy,,Touchstone Pictures|Amblin Entertainment
1979,3712,Soapdish (1991),http://dbpedia.org/resource/Soapdish,Comedy,http://dbpedia.org/resource/Michael_Hoffman_(American_director),Michael Hoffman (American director),,,5580.0,http://dbpedia.org/resource/Andrew_Bergman,Andrew Bergman,"Whoopi Goldberg|Elisabeth Shue|Sally Field|Kevin Kline|Cathy Moriarty|Robert Downey, Jr.",,
1980,1128,"Fog, The (1980)",http://dbpedia.org/resource/The_Fog,Horror,http://dbpedia.org/resource/John_Carpenter,John Carpenter,,,5340.0,http://dbpedia.org/resource/John_Carpenter,John Carpenter,Hal Holbrook|Jamie Lee Curtis|Adrienne Barbeau|John Houseman|Janet Leigh|Tom Atkins (actor),,
1981,2166,Return to Paradise (1998),http://dbpedia.org/resource/Return_to_Paradise_(1998_film),Crime|Drama|Romance|Thriller,http://dbpedia.org/resource/Joseph_Ruben,Joseph Ruben,http://dbpedia.org/resource/United_States,United States,6660.0,,,,,
1982,1522,Ripe (1996),http://dbpedia.org/resource/Ripe_(film),Drama,,,http://dbpedia.org/resource/United_States,United States,5520.0,,,Daisy Eagan|Monica Keena,English language,
1983,829,Joe's Apartment (1996),http://dbpedia.org/resource/Joe's_Apartment,Comedy|Fantasy|Musical,,,,,4620.0,,,Jerry O'Connell|Megan Ward,,Blue Sky Studios|MTV Films|Geffen Pictures
1984,1252,Chinatown (1974),http://dbpedia.org/resource/Chinatown_(1974_film),Crime|Film-Noir|Mystery|Thriller,http://dbpedia.org/resource/Roman_Polanski,Roman Polanski,,,7860.0,http://dbpedia.org/resource/Robert_Towne,Robert Towne,,,Paramount Pictures|Penthouse (magazine)
1985,3587,Inferno (1980),http://dbpedia.org/resource/Inferno_(1980_film),Horror,http://dbpedia.org/resource/Dario_Argento,Dario Argento,,,6420.0,http://dbpedia.org/resource/Dario_Argento,Dario Argento,Eleonora Giorgi|Alida Valli|Irene Miracle|Leigh McCloskey|Daria Nicolodi,,
1986,3635,"Spy Who Loved Me, The (1977)",http://dbpedia.org/resource/The_Spy_Who_Loved_Me_(film),Action|Adventure|Thriller,http://dbpedia.org/resource/Lewis_Gilbert,Lewis Gilbert,,,7500.0,http://dbpedia.org/resource/Richard_Maibaum,Richard Maibaum,Curd Jürgens|Roger Moore|Barbara Bach,,Eon Productions
1987,2018,Bambi (1942),http://dbpedia.org/resource/Bambi,Animation|Children|Drama,http://dbpedia.org/resource/James_Algar,James Algar,,,4200.0,,,,,Walt Disney Animation Studios
1988,340,"War, The (1994)",http://dbpedia.org/resource/The_War_(1994_film),Adventure|Drama|War,http://dbpedia.org/resource/Jon_Avnet,Jon Avnet,,,7560.0,,,Elijah Wood|Mare Winningham|Kevin Costner|Lexi Randall,,
1989,3087,Scrooged (1988),http://dbpedia.org/resource/Scrooged,Comedy|Fantasy|Romance,http://dbpedia.org/resource/Richard_Donner,Richard Donner,,,6060.0,http://dbpedia.org/resource/Michael_O'Donoghue,Michael O'Donoghue,Michael J. Pollard|Bill Murray|Alfre Woodard|Carol Kane|Robert Mitchum|Bobcat Goldthwait|John Forsythe|Karen Allen,,
1990,467,Live Nude Girls (1995),http://dbpedia.org/resource/Live_Nude_Girls,Comedy,,,,,5700.0,,,Dana Delany|Kim Cattrall|Laila Robins|Olivia d'Abo|Cynthia Stevenson,,
1991,1915,Voyage to the Beginning of the World (1997),http://dbpedia.org/resource/Voyage_to_the_Beginning_of_the_World,Drama,http://dbpedia.org/resource/Manoel_de_Oliveira,Manoel de Oliveira,,,5700.0,http://dbpedia.org/resource/Manoel_de_Oliveira,Manoel de Oliveira,Marcello Mastroianni,,
1992,2988,Melvin and Howard (1980),http://dbpedia.org/resource/Melvin_and_Howard,Drama,http://dbpedia.org/resource/Jonathan_Demme,Jonathan Demme,,,5700.0,http://dbpedia.org/resource/Bo_Goldman,Bo Goldman,Pamela Reed|Paul Le Mat|Mary Steenburgen|Jason Robards,,
1993,3340,Bride of the Monster (1956),http://dbpedia.org/resource/Bride_of_the_Monster,Horror|Sci-Fi,http://dbpedia.org/resource/Ed_Wood,Ed Wood,http://dbpedia.org/resource/History_of_the_United_States_(1945–64),History of the United States (1945–64),4500.0,http://dbpedia.org/resource/Alex_Gordon_(writer-producer),Alex Gordon (writer-producer),Bela Lugosi|Tor Johnson|Loretta King Hadler,,
1994,1849,Prince Valiant (1997),http://dbpedia.org/resource/Prince_Valiant_(1997_film),Adventure,http://dbpedia.org/resource/Anthony_Hickox,Anthony Hickox,,,7140.0,http://dbpedia.org/resource/Anthony_Hickox,Anthony Hickox,Ron Perlman|Katherine Heigl|Stephen Moyer|Edward Fox (actor)|Joanna Lumley|Thomas Kretschmann,English language,
1995,1087,Madame Butterfly (1995),http://dbpedia.org/resource/Madame_Butterfly_(1915_film),Musical,http://dbpedia.org/resource/Sidney_Olcott,Sidney Olcott,,,,http://dbpedia.org/resource/John_Luther_Long,John Luther Long,Mary Pickford,Silent film|English language,
1996,3130,Bonfire of the Vanities (1990),http://dbpedia.org/resource/The_Bonfire_of_the_Vanities_(film),Comedy|Crime|Drama,http://dbpedia.org/resource/Brian_De_Palma,Brian De Palma,,,7560.0,http://dbpedia.org/resource/Michael_Cristofer,Michael Cristofer,Tom Hanks|Morgan Freeman|Melanie Griffith|Bruce Willis,,
1997,830,"First Wives Club, The (1996)",http://dbpedia.org/resource/The_First_Wives_Club,Comedy,http://dbpedia.org/resource/Hugh_Wilson_(director),Hugh Wilson (director),,,6180.0,http://dbpedia.org/resource/Paul_Rudnick,Paul Rudnick,Goldie Hawn|Bette Midler|Diane Keaton,,
1998,1523,"Truth or Consequences, N.M. (1997)","http://dbpedia.org/resource/Truth_or_Consequences,_N.M._(film)",Action|Crime|Romance,http://dbpedia.org/resource/Kiefer_Sutherland,Kiefer Sutherland,,,6420.0,,,Mykelti Williamson|Kiefer Sutherland|Rod Steiger|Kevin Pollak|Kim Dickens|Vincent Gallo|Max Perlich,,
1999,3588,"King of Marvin Gardens, The (1972)",http://dbpedia.org/resource/The_King_of_Marvin_Gardens,Crime|Drama,http://dbpedia.org/resource/Bob_Rafelson,Bob Rafelson,,,6180.0,http://dbpedia.org/resource/Jacob_Brackman,Jacob Brackman,Bruce Dern|Ellen Burstyn|Jack Nicholson,,
2000,2714,"Wood, The (1999)",http://dbpedia.org/resource/The_Wood,Drama,http://dbpedia.org/resource/Rick_Famuyiwa,Rick Famuyiwa,,,6360.0,http://dbpedia.org/resource/Rick_Famuyiwa,Rick Famuyiwa,Sean Nelson (actor)|Omar Epps|Jascha Washington|Malinda Williams|Richard T. Jones|Taye Diggs,,MTV Films
2001,2679,Finding North (1999),http://dbpedia.org/resource/Finding_North,Comedy|Drama|Romance,http://dbpedia.org/resource/Tanya_Wexler,Tanya Wexler,,,5700.0,http://dbpedia.org/resource/Kim_Powers,Kim Powers,John Benjamin Hickey|Wendy Makkena,,
2002,1951,Oliver! (1968),http://dbpedia.org/resource/Oliver!_(film),Drama|Musical,http://dbpedia.org/resource/Carol_Reed,Carol Reed,,,9180.0,http://dbpedia.org/resource/Vernon_Harris,Vernon Harris,Harry Secombe|Oliver Reed|Jack Wild|Ron Moody|Shani Wallis|Mark Lester,,
2003,3208,Loaded Weapon 1 (1993),http://dbpedia.org/resource/Loaded_Weapon_1,Action|Comedy,http://dbpedia.org/resource/Gene_Quintano,Gene Quintano,,,4980.0,,,Samuel L. Jackson|Tim Curry|Kathy Ireland|William Shatner|Emilio Estevez|Jon Lovitz,,
2004,191,"Scarlet Letter, The (1995)",http://dbpedia.org/resource/The_Scarlet_Letter_(1995_film),Drama|Romance,http://dbpedia.org/resource/Roland_Joffé,Roland Joffé,,,8100.0,http://dbpedia.org/resource/Douglas_Day_Stewart,Douglas Day Stewart,Edward Hardwicke|Demi Moore|Robert Duvall|Joan Plowright|Gary Oldman|Robert Prosky,,
2005,549,Thirty-Two Short Films About Glenn Gould (1993),http://dbpedia.org/resource/Thirty_Two_Short_Films_About_Glenn_Gould,Drama|Musical,http://dbpedia.org/resource/François_Girard,François Girard,,,5880.0,http://dbpedia.org/resource/Don_McKellar,Don McKellar,Colm Feore,,
2006,3259,Far and Away (1992),http://dbpedia.org/resource/Far_and_Away,Adventure|Drama|Romance,http://dbpedia.org/resource/Ron_Howard,Ron Howard,,,8400.0,http://dbpedia.org/resource/Bob_Dolman,Bob Dolman,Tom Cruise|Nicole Kidman,,Imagine Entertainment
2007,3851,I'm the One That I Want (2000),http://dbpedia.org/resource/I'm_the_One_That_I_Want_(film),Comedy,,,,,,,,,,
2008,3636,Those Who Love Me Can Take the Train (Ceux qui m'aiment prendront le train) (1998),http://dbpedia.org/resource/Those_Who_Love_Me_Can_Take_the_Train,Drama,http://dbpedia.org/resource/Patrice_Chéreau,Patrice Chéreau,,,7320.0,http://dbpedia.org/resource/Patrice_Chéreau,Patrice Chéreau,Pascal Greggory,French language,
2009,1916,Buffalo 66 (1998),http://dbpedia.org/resource/Buffalo_'66,Drama|Romance,http://dbpedia.org/resource/Vincent_Gallo,Vincent Gallo,,,6600.0,,,Jan-Michael Vincent|Anjelica Huston|Mickey Rourke|Christina Ricci|Rosanna Arquette|Ben Gazzara,,Cinépix Film Properties
2010,341,Double Happiness (1994),http://dbpedia.org/resource/Double_Happiness_(film),Drama,http://dbpedia.org/resource/Mina_Shum,Mina Shum,http://dbpedia.org/resource/Canada,Canada,5220.0,http://dbpedia.org/resource/Mina_Shum,Mina Shum,Callum Keith Rennie|Sandra Oh,Cantonese|English language,
2011,1476,Private Parts (1997),http://dbpedia.org/resource/Private_Parts_(1997_film),Comedy|Drama,http://dbpedia.org/resource/Betty_Thomas,Betty Thomas,,,6540.0,http://dbpedia.org/resource/Len_Blum,Len Blum,Mary McCormack|Jenna Jameson|Michael Murphy (actor)|Carol Alt|Robin Quivers|Fred Norris|Paul Giamatti|Allison Janney,,Rysher Entertainment
2012,2989,For Your Eyes Only (1981),http://dbpedia.org/resource/For_Your_Eyes_Only_(film),Action|Adventure|Thriller,http://dbpedia.org/resource/John_Glen_(director),John Glen (director),,,7620.0,http://dbpedia.org/resource/Michael_G._Wilson,Michael G. Wilson,Carole Bouquet|Chaim Topol|Roger Moore|Lynn-Holly Johnson|Julian Glover,,Eon Productions
2013,1346,Cat People (1982),http://dbpedia.org/resource/Cat_People_(1982_film),Drama|Fantasy|Horror,http://dbpedia.org/resource/Paul_Schrader,Paul Schrader,,,7080.0,http://dbpedia.org/resource/DeWitt_Bodeen,DeWitt Bodeen,Nastassja Kinski|Annette O'Toole|Malcolm McDowell|John Heard (actor),,RKO Pictures
2014,468,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",http://dbpedia.org/resource/The_Englishman_Who_Went_Up_a_Hill_But_Came_Down_a_Mountain,Comedy|Romance,,,,,,,,,,
2015,3713,"Long Walk Home, The (1990)",http://dbpedia.org/resource/The_Long_Walk_Home,Drama,http://dbpedia.org/resource/Richard_Pearce_(film_director),Richard Pearce (film director),http://dbpedia.org/resource/United_States,United States,5820.0,http://dbpedia.org/resource/John_Cork,John Cork,Whoopi Goldberg|Dwight Schultz|Sissy Spacek|Ving Rhames|Dylan Baker,,
2016,2466,Belizaire the Cajun (1986),http://dbpedia.org/resource/Belizaire_the_Cajun,Drama,http://dbpedia.org/resource/Glen_Pitre,Glen Pitre,,,6180.0,http://dbpedia.org/resource/Glen_Pitre,Glen Pitre,Armand Assante,,
2017,2813,"Source, The (1999)",http://dbpedia.org/resource/Source_Code,Documentary,http://dbpedia.org/resource/Duncan_Jones,Duncan Jones,,,5580.0,http://dbpedia.org/resource/Ben_Ripley,Ben Ripley,Michelle Monaghan|Vera Farmiga|Jake Gyllenhaal,,Mark Gordon
2018,1850,"I Love You, Don't Touch Me! (1998)","http://dbpedia.org/resource/I_Love_You,_Don't_Touch_Me!",Drama|Romance,http://dbpedia.org/resource/Julie_Davis,Julie Davis,,,,http://dbpedia.org/resource/Julie_Davis,Julie Davis,Mitchell Whitfield|Julie Davis|Marla Schaffel,,The Samuel Goldwyn Company
2019,2586,"Goodbye, Lover (1999)",http://dbpedia.org/resource/Goodbye_Lover,Comedy|Crime|Thriller,http://dbpedia.org/resource/Roland_Joffé,Roland Joffé,,,6120.0,http://dbpedia.org/resource/Joel_Cohen_(writer),Joel Cohen (writer),Don Johnson|Mary-Louise Parker|Patricia Arquette|Ellen DeGeneres|Dermot Mulroney,,Regency Enterprises
2020,3589,"Kill, Baby... Kill! (Operazione Paura) (1966)","http://dbpedia.org/resource/Kill,_Baby,_Kill",Adventure|Fantasy,http://dbpedia.org/resource/Mario_Bava,Mario Bava,,,4980.0,,,Giacomo Rossi-Stuart|Erika Blanc|Fabienne Dali,,
2021,2715,"Velocity of Gary, The (1998)",http://dbpedia.org/resource/The_Velocity_of_Gary,Comedy|Romance,http://dbpedia.org/resource/Dan_Ireland,Dan Ireland,,,6060.0,http://dbpedia.org/resource/James_Still_(playwright),James Still (playwright),Ethan Hawke|Chad Lindberg|Salma Hayek|Vincent D'Onofrio|Thomas Jane|Olivia d'Abo,English language,Sony Pictures Home Entertainment
2022,2947,Goldfinger (1964),http://dbpedia.org/resource/Goldfinger_(film),Action|Adventure|Thriller,http://dbpedia.org/resource/Guy_Hamilton,Guy Hamilton,,,6600.0,,,,,Eon Productions
2023,930,Notorious (1946),http://dbpedia.org/resource/Notorious_(1946_film),Film-Noir|Romance|Thriller,http://dbpedia.org/resource/Alfred_Hitchcock,Alfred Hitchcock,,,6060.0,http://dbpedia.org/resource/Ben_Hecht,Ben Hecht,Cary Grant|Ingrid Bergman|Claude Rains,,RKO Radio Pictures
2024,3131,Broadway Damage (1997),http://dbpedia.org/resource/Broadway_Damage,Comedy,,,,,6600.0,,,Mara Hobel|Hugh Panaro,English (language),
2025,292,Outbreak (1995),http://dbpedia.org/resource/Outbreak_(film),Action|Drama|Sci-Fi|Thriller,http://dbpedia.org/resource/Wolfgang_Petersen,Wolfgang Petersen,,,7680.0,http://dbpedia.org/resource/Laurence_Dworet,Laurence Dworet,Dustin Hoffman|Kevin Spacey|Morgan Freeman|Donald Sutherland|Patrick Dempsey|Cuba Gooding Jr.|Rene Russo,,
2026,1952,Midnight Cowboy (1969),http://dbpedia.org/resource/Midnight_Cowboy,Drama,http://dbpedia.org/resource/John_Schlesinger,John Schlesinger,,,6780.0,http://dbpedia.org/resource/Waldo_Salt,Waldo Salt,Dustin Hoffman|Jon Voight,,
2027,1616,"Peacemaker, The (1997)",http://dbpedia.org/resource/Peacemaker_(1990_film),Action|Thriller|War,http://dbpedia.org/resource/Kevin_Tenney,Kevin Tenney,,,6000.0,http://dbpedia.org/resource/Kevin_Tenney,Kevin Tenney,,,
2028,342,Muriel's Wedding (1994),http://dbpedia.org/resource/Muriel's_Wedding,Comedy,http://dbpedia.org/resource/P._J._Hogan,P. J. Hogan,,,6060.0,http://dbpedia.org/resource/P._J._Hogan,P. J. Hogan,Toni Collette|Rachel Griffiths|Bill Hunter (actor),,Film Victoria
2029,3209,"Loves of Carmen, The (1948)",http://dbpedia.org/resource/The_Loves_of_Carmen,Drama,,,,,,,,,,
